Name,Modality,Bodypart
D:\Intership\data\N12_0_85.jpg,CT,Brain
D:\Intership\data\Normal- (22).jpg,CT,Abdominal
D:\Intership\data\7844.jpg,XRay,Hand
D:\Intership\data\6940.jpg,XRay,Hand
D:\Intership\data\5111.jpg,XRay,Hand
D:\Intership\data\6790.jpg,XRay,Hand
D:\Intership\data\1_0_109.jpg,CT,Brain
D:\Intership\data\Not Cancer  (1380).jpg,CT,Brain
D:\Intership\data\Tumor- (225).jpg,CT,Abdominal
D:\Intership\data\VIRUS-9286241-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (4461).jpg,CT,Abdominal
D:\Intership\data\10298.jpg,XRay,Hand
D:\Intership\data\5937.jpg,XRay,Hand
D:\Intership\data\1_0_149.jpg,CT,Brain
D:\Intership\data\Tumor- (488).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-5632296-0001.jpg,XRay,Chest
D:\Intership\data\9256.jpg,XRay,Hand
D:\Intership\data\3085.jpg,XRay,Hand
D:\Intership\data\VIRUS-2696292-0003.jpg,XRay,Chest
D:\Intership\data\10000.jpg,XRay,Hand
D:\Intership\data\8687.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (735).jpg,CT,Brain
D:\Intership\data\12_0_75.jpg,CT,Brain
D:\Intership\data\N3_0_33.jpg,CT,Brain
D:\Intership\data\14279.jpg,XRay,Hand
D:\Intership\data\Normal- (2140).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (196).jpg,CT,Brain
D:\Intership\data\N20_0_139.jpg,CT,Brain
D:\Intership\data\N7_0_99.jpg,CT,Brain
D:\Intership\data\Cyst- (1892).jpg,CT,Abdominal
D:\Intership\data\VIRUS-2968130-0001.jpg,XRay,Chest
D:\Intership\data\12852.jpg,XRay,Hand
D:\Intership\data\3183.jpg,XRay,Hand
D:\Intership\data\Cancer (614).jpg,CT,Brain
D:\Intership\data\Cancer (1259).jpg,CT,Brain
D:\Intership\data\4807.jpg,XRay,Hand
D:\Intership\data\NORMAL-1566405-0001.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (646).jpg,CT,Brain
D:\Intership\data\N9_0_70.jpg,CT,Brain
D:\Intership\data\Cancer (1521).jpg,CT,Brain
D:\Intership\data\BACTERIA-8281277-0001.jpg,XRay,Chest
D:\Intership\data\NORMAL-3751100-0001.jpg,XRay,Chest
D:\Intership\data\1544.jpg,XRay,Hand
D:\Intership\data\Cancer (1108).jpg,CT,Brain
D:\Intership\data\Normal- (1611).jpg,CT,Abdominal
D:\Intership\data\13159.jpg,XRay,Hand
D:\Intership\data\BACTERIA-1083680-0015.jpg,XRay,Chest
D:\Intership\data\13267.jpg,XRay,Hand
D:\Intership\data\Cancer (976).JPG,CT,Brain
D:\Intership\data\5_0_86.jpg,CT,Brain
D:\Intership\data\VIRUS-5121478-0003.jpg,XRay,Chest
D:\Intership\data\Normal- (5006).jpg,CT,Abdominal
D:\Intership\data\1_0_44.jpg,CT,Brain
D:\Intership\data\11044.jpg,XRay,Hand
D:\Intership\data\N9_0_69.jpg,CT,Brain
D:\Intership\data\Tumor- (10).jpg,CT,Abdominal
D:\Intership\data\2141.jpg,XRay,Hand
D:\Intership\data\Stone- (141).jpg,CT,Abdominal
D:\Intership\data\5597.jpg,XRay,Hand
D:\Intership\data\VIRUS-1174927-0002.jpg,XRay,Chest
D:\Intership\data\17_0_57.jpg,CT,Brain
D:\Intership\data\7837.jpg,XRay,Hand
D:\Intership\data\VIRUS-1570982-0002.jpg,XRay,Chest
D:\Intership\data\5005.jpg,XRay,Hand
D:\Intership\data\Normal- (2557).jpg,CT,Abdominal
D:\Intership\data\NORMAL-2823265-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-7422-0001.jpg,XRay,Chest
D:\Intership\data\11689.jpg,XRay,Hand
D:\Intership\data\VIRUS-2739133-0003.jpg,XRay,Chest
D:\Intership\data\BACTERIA-4218548-0001.jpg,XRay,Chest
D:\Intership\data\10419.jpg,XRay,Hand
D:\Intership\data\9486.jpg,XRay,Hand
D:\Intership\data\7632.jpg,XRay,Hand
D:\Intership\data\14370.jpg,XRay,Hand
D:\Intership\data\25_HGE_Seg.jpg,CT,Brain
D:\Intership\data\Normal- (3005).jpg,CT,Abdominal
D:\Intership\data\N6_0_139.jpg,CT,Brain
D:\Intership\data\Cancer (1079).jpg,CT,Brain
D:\Intership\data\N10_0_106.jpg,CT,Brain
D:\Intership\data\9987.jpg,XRay,Hand
D:\Intership\data\14194.jpg,XRay,Hand
D:\Intership\data\NORMAL-7075596-0001.jpg,XRay,Chest
D:\Intership\data\12_0_129.jpg,CT,Brain
D:\Intership\data\000119 (10).jpg,CT,Chest
D:\Intership\data\Cyst- (258).jpg,CT,Abdominal
D:\Intership\data\Normal- (219).jpg,CT,Abdominal
D:\Intership\data\Cancer (2177).jpg,CT,Brain
D:\Intership\data\Cancer (801).jpg,CT,Brain
D:\Intership\data\VIRUS-7518164-0002.jpg,XRay,Chest
D:\Intership\data\3289.jpg,XRay,Hand
D:\Intership\data\BACTERIA-2520010-0001.jpg,XRay,Chest
D:\Intership\data\Stone- (1284).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1061).jpg,CT,Abdominal
D:\Intership\data\Normal- (4146).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-8528032-0003.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (1292).jpg,CT,Brain
D:\Intership\data\VIRUS-7849162-0003.jpg,XRay,Chest
D:\Intership\data\Normal- (3567).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-7154398-0001.jpg,XRay,Chest
D:\Intership\data\4_0_43.jpg,CT,Brain
D:\Intership\data\N10_0_125.jpg,CT,Brain
D:\Intership\data\13196.jpg,XRay,Hand
D:\Intership\data\N19_0_66.jpg,CT,Brain
D:\Intership\data\BACTERIA-1950119-0004.jpg,XRay,Chest
D:\Intership\data\N21_0_89.jpg,CT,Brain
D:\Intership\data\000041 (3).jpg,CT,Chest
D:\Intership\data\BACTERIA-9496210-0001.jpg,XRay,Chest
D:\Intership\data\VIRUS-6248618-0002.jpg,XRay,Chest
D:\Intership\data\BACTERIA-5817596-0003.jpg,XRay,Chest
D:\Intership\data\Normal- (2935).jpg,CT,Abdominal
D:\Intership\data\Normal- (3795).jpg,CT,Abdominal
D:\Intership\data\N22_0_43.jpg,CT,Brain
D:\Intership\data\9003.jpg,XRay,Hand
D:\Intership\data\Normal- (2197).jpg,CT,Abdominal
D:\Intership\data\6561.jpg,XRay,Hand
D:\Intership\data\Tumor- (1439).jpg,CT,Abdominal
D:\Intership\data\15350.jpg,XRay,Hand
D:\Intership\data\11064.jpg,XRay,Hand
D:\Intership\data\ID_0065_AGE_0082_CONTRAST_0_CT.jpg,CT,Chest
D:\Intership\data\Normal- (4036).jpg,CT,Abdominal
D:\Intership\data\Normal- (4043).jpg,CT,Abdominal
D:\Intership\data\Tumor- (2078).jpg,CT,Abdominal
D:\Intership\data\10948.jpg,XRay,Hand
D:\Intership\data\Normal- (4159).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (623).jpg,CT,Brain
D:\Intership\data\Cyst- (1843).jpg,CT,Abdominal
D:\Intership\data\4757.jpg,XRay,Hand
D:\Intership\data\Tumor- (112).jpg,CT,Abdominal
D:\Intership\data\3893.jpg,XRay,Hand
D:\Intership\data\Tumor- (1125).jpg,CT,Abdominal
D:\Intership\data\Tumor- (864).jpg,CT,Abdominal
D:\Intership\data\6681.jpg,XRay,Hand
D:\Intership\data\12004.jpg,XRay,Hand
D:\Intership\data\12_0_173.jpg,CT,Brain
D:\Intership\data\7604.jpg,XRay,Hand
D:\Intership\data\VIRUS-3448702-0001.jpg,XRay,Chest
D:\Intership\data\Stone- (433).jpg,CT,Abdominal
D:\Intership\data\Normal- (876).jpg,CT,Abdominal
D:\Intership\data\12566.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1841).jpg,CT,Brain
D:\Intership\data\Normal- (1701).jpg,CT,Abdominal
D:\Intership\data\5298.jpg,XRay,Hand
D:\Intership\data\Cyst- (1569).jpg,CT,Abdominal
D:\Intership\data\Normal- (2308).jpg,CT,Abdominal
D:\Intership\data\VIRUS-8550444-0004.jpg,XRay,Chest
D:\Intership\data\N22_0_10.jpg,CT,Brain
D:\Intership\data\Cyst- (1135).jpg,CT,Abdominal
D:\Intership\data\Tumor- (170).jpg,CT,Abdominal
D:\Intership\data\Normal- (3492).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-2460395-0002.jpg,XRay,Chest
D:\Intership\data\000044 (9).jpg,CT,Chest
D:\Intership\data\15331.jpg,XRay,Hand
D:\Intership\data\7296.jpg,XRay,Hand
D:\Intership\data\6725.jpg,XRay,Hand
D:\Intership\data\15116.jpg,XRay,Hand
D:\Intership\data\Stone- (1319).jpg,CT,Abdominal
D:\Intership\data\Stone- (1148).jpg,CT,Abdominal
D:\Intership\data\N19_0_80.jpg,CT,Brain
D:\Intership\data\Cyst- (3634).jpg,CT,Abdominal
D:\Intership\data\5_0_28.jpg,CT,Brain
D:\Intership\data\BACTERIA-3067831-0002.jpg,XRay,Chest
D:\Intership\data\Normal- (2475).jpg,CT,Abdominal
D:\Intership\data\N22_0_19.jpg,CT,Brain
D:\Intership\data\7052.jpg,XRay,Hand
D:\Intership\data\12485.jpg,XRay,Hand
D:\Intership\data\VIRUS-1393486-0001.jpg,XRay,Chest
D:\Intership\data\VIRUS-6526933-0002.jpg,XRay,Chest
D:\Intership\data\BACTERIA-9176919-0005.jpg,XRay,Chest
D:\Intership\data\VIRUS-2357276-0002.jpg,XRay,Chest
D:\Intership\data\Normal- (3781).jpg,CT,Abdominal
D:\Intership\data\8314.jpg,XRay,Hand
D:\Intership\data\N15_0_60.jpg,CT,Brain
D:\Intership\data\BACTERIA-5702325-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (1311).jpg,CT,Abdominal
D:\Intership\data\Cancer (1894).jpg,CT,Brain
D:\Intership\data\9722.jpg,XRay,Hand
D:\Intership\data\9_0_53.jpg,CT,Brain
D:\Intership\data\Normal- (41).jpg,CT,Abdominal
D:\Intership\data\N12_0_11.jpg,CT,Brain
D:\Intership\data\BACTERIA-8324394-0002.jpg,XRay,Chest
D:\Intership\data\Normal- (2518).jpg,CT,Abdominal
D:\Intership\data\6749.jpg,XRay,Hand
D:\Intership\data\Cyst- (3664).jpg,CT,Abdominal
D:\Intership\data\7334.jpg,XRay,Hand
D:\Intership\data\15316.jpg,XRay,Hand
D:\Intership\data\6058.jpg,XRay,Hand
D:\Intership\data\Cyst- (1899).jpg,CT,Abdominal
D:\Intership\data\VIRUS-6482193-0005.jpg,XRay,Chest
D:\Intership\data\6083.jpg,XRay,Hand
D:\Intership\data\Cyst- (3331).jpg,CT,Abdominal
D:\Intership\data\Cancer (1552).jpg,CT,Brain
D:\Intership\data\N3_0_352.jpg,CT,Brain
D:\Intership\data\VIRUS-5615173-0006.jpg,XRay,Chest
D:\Intership\data\6151.jpg,XRay,Hand
D:\Intership\data\15145.jpg,XRay,Hand
D:\Intership\data\BACTERIA-9988673-0003.jpg,XRay,Chest
D:\Intership\data\11_0_108.jpg,CT,Brain
D:\Intership\data\5001.jpg,XRay,Hand
D:\Intership\data\6693.jpg,XRay,Hand
D:\Intership\data\9091.jpg,XRay,Hand
D:\Intership\data\Tumor- (1558).jpg,CT,Abdominal
D:\Intership\data\11762.jpg,XRay,Hand
D:\Intership\data\10713.jpg,XRay,Hand
D:\Intership\data\N26_0_131.jpg,CT,Brain
D:\Intership\data\N19_0_18.jpg,CT,Brain
D:\Intership\data\Normal- (4244).jpg,CT,Abdominal
D:\Intership\data\Normal- (3894).jpg,CT,Abdominal
D:\Intership\data\3564.jpg,XRay,Hand
D:\Intership\data\1_0_75.jpg,CT,Brain
D:\Intership\data\14659.jpg,XRay,Hand
D:\Intership\data\N20_0_246.jpg,CT,Brain
D:\Intership\data\Tumor- (807).jpg,CT,Abdominal
D:\Intership\data\N19_0_109.jpg,CT,Brain
D:\Intership\data\Tumor- (2081).jpg,CT,Abdominal
D:\Intership\data\7927.jpg,XRay,Hand
D:\Intership\data\Tumor- (2071).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1620).jpg,CT,Brain
D:\Intership\data\Normal- (17).jpg,CT,Abdominal
D:\Intership\data\13013.jpg,XRay,Hand
D:\Intership\data\000013 (6).jpg,CT,Chest
D:\Intership\data\Not Cancer  (1271).jpg,CT,Brain
D:\Intership\data\Not Cancer  (1870).jpg,CT,Brain
D:\Intership\data\Cyst- (2249).jpg,CT,Abdominal
D:\Intership\data\Cancer (1415).jpg,CT,Brain
D:\Intership\data\10856.jpg,XRay,Hand
D:\Intership\data\BACTERIA-5212251-0004.jpg,XRay,Chest
D:\Intership\data\Tumor- (689).jpg,CT,Abdominal
D:\Intership\data\12448.jpg,XRay,Hand
D:\Intership\data\N11_0_116.jpg,CT,Brain
D:\Intership\data\Cyst- (815).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1164).jpg,CT,Brain
D:\Intership\data\13815.jpg,XRay,Hand
D:\Intership\data\8744.jpg,XRay,Hand
D:\Intership\data\Stone- (49).jpg,CT,Abdominal
D:\Intership\data\Cyst- (3652).jpg,CT,Abdominal
D:\Intership\data\9870.jpg,XRay,Hand
D:\Intership\data\8_0_158.jpg,CT,Brain
D:\Intership\data\Cancer (2287).jpg,CT,Brain
D:\Intership\data\9_0_34.jpg,CT,Brain
D:\Intership\data\11407.jpg,XRay,Hand
D:\Intership\data\8272.jpg,XRay,Hand
D:\Intership\data\N13_0_99.jpg,CT,Brain
D:\Intership\data\1431.jpg,XRay,Hand
D:\Intership\data\Cyst- (956).jpg,CT,Abdominal
D:\Intership\data\Cancer (1290).jpg,CT,Brain
D:\Intership\data\BACTERIA-6280838-0006.jpg,XRay,Chest
D:\Intership\data\Cyst- (1887).jpg,CT,Abdominal
D:\Intership\data\14227.jpg,XRay,Hand
D:\Intership\data\Normal- (2503).jpg,CT,Abdominal
D:\Intership\data\2306.jpg,XRay,Hand
D:\Intership\data\BACTERIA-8241424-0004.jpg,XRay,Chest
D:\Intership\data\8012.jpg,XRay,Hand
D:\Intership\data\Normal- (4216).jpg,CT,Abdominal
D:\Intership\data\VIRUS-5212251-0006.jpg,XRay,Chest
D:\Intership\data\Stone- (500).jpg,CT,Abdominal
D:\Intership\data\Normal- (1130).jpg,CT,Abdominal
D:\Intership\data\Normal- (33).jpg,CT,Abdominal
D:\Intership\data\14455.jpg,XRay,Hand
D:\Intership\data\N22_0_210.jpg,CT,Brain
D:\Intership\data\6_0_59.jpg,CT,Brain
D:\Intership\data\Cancer (2044).jpg,CT,Brain
D:\Intership\data\7379.jpg,XRay,Hand
D:\Intership\data\14_0_127.jpg,CT,Brain
D:\Intership\data\Normal- (2271).jpg,CT,Abdominal
D:\Intership\data\Normal- (3353).jpg,CT,Abdominal
D:\Intership\data\Normal- (2408).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-5212251-0001.jpg,XRay,Chest
D:\Intership\data\17_0_219.jpg,CT,Brain
D:\Intership\data\Tumor- (816).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-2609557-0001.jpg,XRay,Chest
D:\Intership\data\2386.jpg,XRay,Hand
D:\Intership\data\Normal- (3489).jpg,CT,Abdominal
D:\Intership\data\N18_0_173.jpg,CT,Brain
D:\Intership\data\10465.jpg,XRay,Hand
D:\Intership\data\10285.jpg,XRay,Hand
D:\Intership\data\NORMAL-8347029-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-3170240-0002.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (135).jpg,CT,Brain
D:\Intership\data\14978.jpg,XRay,Hand
D:\Intership\data\BACTERIA-7794093-0001.jpg,XRay,Chest
D:\Intership\data\17_0_108.jpg,CT,Brain
D:\Intership\data\2903.jpg,XRay,Hand
D:\Intership\data\N26_0_90.jpg,CT,Brain
D:\Intership\data\9721.jpg,XRay,Hand
D:\Intership\data\BACTERIA-6295192-0002.jpg,XRay,Chest
D:\Intership\data\Cancer (1059).jpg,CT,Brain
D:\Intership\data\BACTERIA-2426822-0002.jpg,XRay,Chest
D:\Intership\data\Normal- (2647).jpg,CT,Abdominal
D:\Intership\data\Tumor- (808).jpg,CT,Abdominal
D:\Intership\data\Normal- (2211).jpg,CT,Abdominal
D:\Intership\data\Cancer (585).jpg,CT,Brain
D:\Intership\data\3173.jpg,XRay,Hand
D:\Intership\data\Cancer (2240).jpg,CT,Brain
D:\Intership\data\Normal- (319).jpg,CT,Abdominal
D:\Intership\data\5351.jpg,XRay,Hand
D:\Intership\data\13007.jpg,XRay,Hand
D:\Intership\data\15146.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1980).jpg,CT,Brain
D:\Intership\data\Normal- (807).jpg,CT,Abdominal
D:\Intership\data\VIRUS-1245228-0002.jpg,XRay,Chest
D:\Intership\data\4944.jpg,XRay,Hand
D:\Intership\data\13786.jpg,XRay,Hand
D:\Intership\data\Stone- (707).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1476).jpg,CT,Brain
D:\Intership\data\Normal- (2288).jpg,CT,Abdominal
D:\Intership\data\N6_0_100.jpg,CT,Brain
D:\Intership\data\Stone- (170).jpg,CT,Abdominal
D:\Intership\data\VIRUS-8235483-0001.jpg,XRay,Chest
D:\Intership\data\NORMAL-6806808-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-1777631-0005.jpg,XRay,Chest
D:\Intership\data\Cancer (1091).JPG,CT,Brain
D:\Intership\data\BACTERIA-8375877-0002.jpg,XRay,Chest
D:\Intership\data\7704.jpg,XRay,Hand
D:\Intership\data\NORMAL-3518933-0002.jpg,XRay,Chest
D:\Intership\data\N21_0_111.jpg,CT,Brain
D:\Intership\data\12_0_93.jpg,CT,Brain
D:\Intership\data\Normal- (4559).jpg,CT,Abdominal
D:\Intership\data\N3_0_124.jpg,CT,Brain
D:\Intership\data\2394.jpg,XRay,Hand
D:\Intership\data\Cancer (1852).jpg,CT,Brain
D:\Intership\data\7570.jpg,XRay,Hand
D:\Intership\data\N22_0_150.jpg,CT,Brain
D:\Intership\data\13116.jpg,XRay,Hand
D:\Intership\data\BACTERIA-8313239-0002.jpg,XRay,Chest
D:\Intership\data\Cyst- (1725).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (871).jpg,CT,Brain
D:\Intership\data\2_0_136.jpg,CT,Brain
D:\Intership\data\4_0_136.jpg,CT,Brain
D:\Intership\data\Cyst- (3698).jpg,CT,Abdominal
D:\Intership\data\N23_0_79.jpg,CT,Brain
D:\Intership\data\7312.jpg,XRay,Hand
D:\Intership\data\Cyst- (3504).jpg,CT,Abdominal
D:\Intership\data\N3_0_157.jpg,CT,Brain
D:\Intership\data\Not Cancer  (1847).jpg,CT,Brain
D:\Intership\data\Cyst- (2966).jpg,CT,Abdominal
D:\Intership\data\13672.jpg,XRay,Hand
D:\Intership\data\Stone- (709).jpg,CT,Abdominal
D:\Intership\data\Cancer (2232).jpg,CT,Brain
D:\Intership\data\12_0_141.jpg,CT,Brain
D:\Intership\data\6955.jpg,XRay,Hand
D:\Intership\data\Stone- (1010).jpg,CT,Abdominal
D:\Intership\data\Cyst- (144).jpg,CT,Abdominal
D:\Intership\data\VIRUS-2864526-0002.jpg,XRay,Chest
D:\Intership\data\1634.jpg,XRay,Hand
D:\Intership\data\Cyst- (158).jpg,CT,Abdominal
D:\Intership\data\8753.jpg,XRay,Hand
D:\Intership\data\14_0_136.jpg,CT,Brain
D:\Intership\data\Normal- (1068).jpg,CT,Abdominal
D:\Intership\data\Cyst- (3188).jpg,CT,Abdominal
D:\Intership\data\7211.jpg,XRay,Hand
D:\Intership\data\Normal- (610).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-1865585-0002.jpg,XRay,Chest
D:\Intership\data\Cyst- (173).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1388).jpg,CT,Brain
D:\Intership\data\Not Cancer  (1129).jpg,CT,Brain
D:\Intership\data\Normal- (3157).jpg,CT,Abdominal
D:\Intership\data\N10_0_70.jpg,CT,Brain
D:\Intership\data\Cancer (777).jpg,CT,Brain
D:\Intership\data\N8_0_36.jpg,CT,Brain
D:\Intership\data\Tumor- (2201).jpg,CT,Abdominal
D:\Intership\data\NORMAL-7852398-0001.jpg,XRay,Chest
D:\Intership\data\7_0_74.jpg,CT,Brain
D:\Intership\data\13145.jpg,XRay,Hand
D:\Intership\data\8123.jpg,XRay,Hand
D:\Intership\data\N23_0_100.jpg,CT,Brain
D:\Intership\data\4219.jpg,XRay,Hand
D:\Intership\data\Normal- (254).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1188).jpg,CT,Abdominal
D:\Intership\data\Tumor- (1994).jpg,CT,Abdominal
D:\Intership\data\9936.jpg,XRay,Hand
D:\Intership\data\Cancer (2333).jpg,CT,Brain
D:\Intership\data\Tumor- (2147).jpg,CT,Abdominal
D:\Intership\data\Normal- (3095).jpg,CT,Abdominal
D:\Intership\data\Cyst- (673).jpg,CT,Abdominal
D:\Intership\data\12512.jpg,XRay,Hand
D:\Intership\data\7155.jpg,XRay,Hand
D:\Intership\data\N20_0_252.jpg,CT,Brain
D:\Intership\data\Normal- (3319).jpg,CT,Abdominal
D:\Intership\data\NORMAL-5762763-0001.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (1857).jpg,CT,Brain
D:\Intership\data\Normal- (2239).jpg,CT,Abdominal
D:\Intership\data\Normal- (2670).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (194).jpg,CT,Brain
D:\Intership\data\13167.jpg,XRay,Hand
D:\Intership\data\Cyst- (1177).jpg,CT,Abdominal
D:\Intership\data\15277.jpg,XRay,Hand
D:\Intership\data\N21_0_141.jpg,CT,Brain
D:\Intership\data\Not Cancer  (1731).jpg,CT,Brain
D:\Intership\data\9644.jpg,XRay,Hand
D:\Intership\data\5881.jpg,XRay,Hand
D:\Intership\data\VIRUS-6760822-0005.jpg,XRay,Chest
D:\Intership\data\8051.jpg,XRay,Hand
D:\Intership\data\N23_0_18.jpg,CT,Brain
D:\Intership\data\9670.jpg,XRay,Hand
D:\Intership\data\Cancer (433).jpg,CT,Brain
D:\Intership\data\Not Cancer  (994).jpg,CT,Brain
D:\Intership\data\Tumor- (1117).jpg,CT,Abdominal
D:\Intership\data\2256.jpg,XRay,Hand
D:\Intership\data\N9_0_91.jpg,CT,Brain
D:\Intership\data\Normal- (3502).jpg,CT,Abdominal
D:\Intership\data\VIRUS-1532317-0001.jpg,XRay,Chest
D:\Intership\data\ventrikler-parankimal kanama_0_79.jpg,CT,Brain
D:\Intership\data\Cyst- (899).jpg,CT,Abdominal
D:\Intership\data\Cyst- (747).jpg,CT,Abdominal
D:\Intership\data\4_0_112.jpg,CT,Brain
D:\Intership\data\Cyst- (2700).jpg,CT,Abdominal
D:\Intership\data\N13_0_109.jpg,CT,Brain
D:\Intership\data\Cyst- (412).jpg,CT,Abdominal
D:\Intership\data\N11_0_112.jpg,CT,Brain
D:\Intership\data\N2_0_122.jpg,CT,Brain
D:\Intership\data\Tumor- (1433).jpg,CT,Abdominal
D:\Intership\data\11_0_124.jpg,CT,Brain
D:\Intership\data\VIRUS-4738422-0002.jpg,XRay,Chest
D:\Intership\data\Cyst- (206).jpg,CT,Abdominal
D:\Intership\data\15567.jpg,XRay,Hand
D:\Intership\data\8415.jpg,XRay,Hand
D:\Intership\data\8662.jpg,XRay,Hand
D:\Intership\data\12941.jpg,XRay,Hand
D:\Intership\data\Cancer (1803).jpg,CT,Brain
D:\Intership\data\N1_0_21.jpg,CT,Brain
D:\Intership\data\VIRUS-1658029-0002.jpg,XRay,Chest
D:\Intership\data\12936.jpg,XRay,Hand
D:\Intership\data\Stone- (424).jpg,CT,Abdominal
D:\Intership\data\12459.jpg,XRay,Hand
D:\Intership\data\BACTERIA-5328536-0001.jpg,XRay,Chest
D:\Intership\data\N24_0_73.jpg,CT,Brain
D:\Intership\data\Tumor- (704).jpg,CT,Abdominal
D:\Intership\data\5570.jpg,XRay,Hand
D:\Intership\data\VIRUS-4815049-0005.jpg,XRay,Chest
D:\Intership\data\4106.jpg,XRay,Hand
D:\Intership\data\Cyst- (1720).jpg,CT,Abdominal
D:\Intership\data\N21_0_123.jpg,CT,Brain
D:\Intership\data\14970.jpg,XRay,Hand
D:\Intership\data\20_0_66.jpg,CT,Brain
D:\Intership\data\Normal- (4295).jpg,CT,Abdominal
D:\Intership\data\NORMAL-141619-0001.jpg,XRay,Chest
D:\Intership\data\Stone- (914).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-5121478-0002.jpg,XRay,Chest
D:\Intership\data\N11_0_102.jpg,CT,Brain
D:\Intership\data\13382.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (468).jpg,CT,Brain
D:\Intership\data\Tumor- (879).jpg,CT,Abdominal
D:\Intership\data\Stone- (881).jpg,CT,Abdominal
D:\Intership\data\Cyst- (155).jpg,CT,Abdominal
D:\Intership\data\Stone- (249).jpg,CT,Abdominal
D:\Intership\data\N11_0_114.jpg,CT,Brain
D:\Intership\data\N7_0_101.jpg,CT,Brain
D:\Intership\data\Normal- (3039).jpg,CT,Abdominal
D:\Intership\data\Stone- (1260).jpg,CT,Abdominal
D:\Intership\data\8521.jpg,XRay,Hand
D:\Intership\data\BACTERIA-6295192-0008.jpg,XRay,Chest
D:\Intership\data\15179.jpg,XRay,Hand
D:\Intership\data\NORMAL-695402-0001.jpg,XRay,Chest
D:\Intership\data\N26_0_73.jpg,CT,Brain
D:\Intership\data\000076 (4).jpg,CT,Chest
D:\Intership\data\14742.jpg,XRay,Hand
D:\Intership\data\14575.jpg,XRay,Hand
D:\Intership\data\N18_0_195.jpg,CT,Brain
D:\Intership\data\N15_0_53.jpg,CT,Brain
D:\Intership\data\N19_0_96.jpg,CT,Brain
D:\Intership\data\N1_0_18.jpg,CT,Brain
D:\Intership\data\Not Cancer  (1851).jpg,CT,Brain
D:\Intership\data\3569.jpg,XRay,Hand
D:\Intership\data\6427.jpg,XRay,Hand
D:\Intership\data\Cyst- (3380).jpg,CT,Abdominal
D:\Intership\data\Normal- (2232).jpg,CT,Abdominal
D:\Intership\data\7849.jpg,XRay,Hand
D:\Intership\data\Cancer (179).jpg,CT,Brain
D:\Intership\data\8423.jpg,XRay,Hand
D:\Intership\data\Normal- (2125).jpg,CT,Abdominal
D:\Intership\data\14526.jpg,XRay,Hand
D:\Intership\data\10114.jpg,XRay,Hand
D:\Intership\data\BACTERIA-3408906-0006.jpg,XRay,Chest
D:\Intership\data\9077.jpg,XRay,Hand
D:\Intership\data\Tumor- (1139).jpg,CT,Abdominal
D:\Intership\data\11_0_163.jpg,CT,Brain
D:\Intership\data\NORMAL-3411116-0003.jpg,XRay,Chest
D:\Intership\data\11924.jpg,XRay,Hand
D:\Intership\data\000022 (2).jpg,CT,Chest
D:\Intership\data\5854.jpg,XRay,Hand
D:\Intership\data\10910.jpg,XRay,Hand
D:\Intership\data\5333.jpg,XRay,Hand
D:\Intership\data\BACTERIA-3775613-0001.jpg,XRay,Chest
D:\Intership\data\20_0_136.jpg,CT,Brain
D:\Intership\data\Normal- (1588).jpg,CT,Abdominal
D:\Intership\data\5522.jpg,XRay,Hand
D:\Intership\data\BACTERIA-4394900-0003.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (1473).jpg,CT,Brain
D:\Intership\data\Cyst- (2400).jpg,CT,Abdominal
D:\Intership\data\10362.jpg,XRay,Hand
D:\Intership\data\10853.jpg,XRay,Hand
D:\Intership\data\Tumor- (1338).jpg,CT,Abdominal
D:\Intership\data\N3_0_52.jpg,CT,Brain
D:\Intership\data\Normal- (4835).jpg,CT,Abdominal
